pitcher_id,event
523989,Hit By Pitch
523989,Double
523989,Groundout
453562,Single
453562,Bunt Pop Out
453562,Field Error
453562,Strikeout
453562,Walk
453562,Double
453562,Strikeout
523989,Lineout
523989,Strikeout
523989,Groundout
453562,Groundout
453562,Home Run
453562,Lineout
453562,Groundout
500724,Strikeout
500724,Groundout
500724,Groundout
429719,Groundout
429719,Groundout
429719,Flyout
500724,Flyout
500724,Groundout
500724,Single
424144,Hit By Pitch
424144,Double
543339,Walk
543339,Strikeout
460701,Flyout
435400,Groundout
435400,Groundout
542609,Strikeout
542609,Single
542609,Field Error
542609,Home Run
542609,Strikeout
542609,Strikeout
467008,Groundout
467008,Strikeout
467008,Flyout
446372,Single
446372,Grounded Into DP
446372,Single
446372,Groundout
543101,Strikeout
543101,Strikeout
543101,Flyout
446372,Single
446372,Double
446372,Sac Fly
446372,Strikeout
446372,Flyout
543101,Walk
543101,Grounded Into DP
543101,Pop Out
446372,Strikeout
446372,Groundout
446372,Double
446372,Strikeout
543101,Flyout
543101,Strikeout
543101,Lineout
446372,Double
446372,Fielders Choice Out
446372,Groundout
446372,Strikeout
543101,Strikeout
543101,Double
543101,Strikeout
543101,Groundout
446372,Lineout
446372,Single
446372,Groundout
446372,Strikeout
543101,Flyout
543101,Pop Out
543101,Lineout
446372,Single
446372,Flyout
446372,Groundout
446372,Flyout
543101,Pop Out
543101,Bunt Groundout
543101,Single
543101,Walk
543101,Single
543101,Lineout
446372,Groundout
446372,Single
446372,Strikeout
543101,Strikeout
543101,Flyout
543101,Pop Out
446372,Lineout
446372,Groundout
446372,Strikeout
571561,Walk
571561,Forceout
571561,Double
571561,Groundout
571561,Intent Walk
571561,Flyout
592102,Strikeout
592102,Groundout
592102,Pop Out
543456,Groundout
543456,Single
543456,Grounded Into DP
621121,Lineout
621121,Strikeout
621121,Single
621121,Strikeout
543456,Flyout
543456,Groundout
543456,Single
543456,Forceout
621121,Field Error
621121,Grounded Into DP
621121,Groundout
543456,Double
543456,Groundout
543456,Sac Fly
543456,Strikeout
621121,Pop Out
621121,Single
621121,Double
621121,Lineout
621121,Intent Walk
621121,Groundout
543456,Flyout
543456,Pop Out
543456,Walk
543456,Walk
543456,Walk
543456,Forceout
621121,Strikeout
621121,Strikeout
621121,Flyout
543456,Groundout
543456,Lineout
543456,Single
543456,Runner Out
621121,Double
621121,Single
621121,Field Error
621121,Triple Play
543456,Groundout
543456,Pop Out
543456,Single
543456,Single
543456,Single
456379,Single
456379,Lineout
621121,Strikeout
621121,Single
621121,Flyout
621121,Strikeout
456379,Strikeout
456379,Strikeout
456379,Strikeout
501789,Flyout
501789,Strikeout
501789,Strikeout
456379,Strikeout
452733,Flyout
452733,Strikeout
491159,Flyout
450212,Pop Out
450212,Groundout
543278,Strikeout
543278,Flyout
543278,Strikeout
502381,Strikeout
502381,Strikeout
502381,Groundout
571946,Double
571946,Groundout
571946,Single
571946,Strikeout
571666,Single
571666,Strikeout
571666,Groundout
571946,Groundout
571946,Flyout
571946,Flyout
571666,Strikeout
571666,Strikeout
571666,Double
571666,Strikeout
571946,Single
571946,Groundout
571946,Strikeout
571946,Groundout
571666,Groundout
571666,Strikeout
571666,Groundout
571946,Flyout
571946,Groundout
571946,Walk
571946,Single
571946,Single
571946,Lineout
571666,Flyout
571666,Flyout
571666,Double
571666,Single
571666,Hit By Pitch
571666,Pop Out
571946,Single
571946,Strikeout
571946,Flyout
571946,Strikeout
571666,Groundout
571666,Double
571666,Pop Out
571666,Double
571666,Double
571666,Intent Walk
571666,Pop Out
571946,Strikeout
571946,Hit By Pitch
571946,Single
571946,Walk
571946,Grounded Into DP
502026,Flyout
502026,Single
502026,Flyout
502026,Walk
502026,Groundout
594792,Groundout
594792,Groundout
594792,Strikeout
502026,Strikeout
519293,Groundout
519293,Single
519293,Forceout
462382,Groundout
462382,Strikeout
462382,Strikeout
519293,Strikeout
519293,Strikeout
519293,Strikeout
276351,Strikeout
276351,Pop Out
276351,Walk
276351,Single
455009,Bunt Groundout
455009,Strikeout
455009,Groundout
434665,Double
434665,Strikeout
434665,Intent Walk
501593,Grounded Into DP
608349,Walk
608349,Strikeout - DP
608349,Strikeout
501593,Lineout
501593,Pop Out
501593,Single
501593,Groundout
445213,Groundout
445213,Walk
445213,Single
445213,Groundout
445213,Single
519242,Strikeout
519242,Strikeout
519242,Groundout
543507,Strikeout
543507,Flyout
543507,Strikeout
519242,Home Run
519242,Flyout
519242,Strikeout
519242,Home Run
519242,Strikeout
543507,Double
543507,Groundout
543507,Single
543507,Strikeout
519242,Field Error
519242,Double
519242,Groundout
519242,Single
519242,Forceout
519242,Hit By Pitch
519242,Forceout
543507,Strikeout
543507,Hit By Pitch
543507,Triple
543507,Groundout
543507,Pop Out
519242,Groundout
519242,Strikeout
519242,Strikeout
543507,Strikeout
543507,Groundout
543507,Groundout
519242,Strikeout
519242,Single
519242,Grounded Into DP
543507,Groundout
543507,Single
543507,Strikeout
543507,Single
543507,Groundout
519242,Strikeout
519242,Groundout
519242,Strikeout
543507,Strikeout
543507,Strikeout
543507,Groundout
519242,Groundout
519242,Groundout
519242,Strikeout
543507,Groundout
543507,Field Error
543507,Flyout
543507,Strikeout
519242,Groundout
519242,Flyout
519242,Walk
519242,Flyout
457744,Flyout
457744,Groundout
430641,Groundout
502593,Single
502593,Sac Bunt
502593,Intent Walk
502593,Grounded Into DP
450282,Flyout
450282,Strikeout
450282,Single
450282,Walk
450282,Strikeout
150359,Strikeout
150359,Groundout
150359,Strikeout
518774,Single
518774,Strikeout
518774,Home Run
518774,Flyout
518774,Groundout
150359,Single
150359,Groundout
150359,Groundout
150359,Strikeout
518774,Home Run
518774,Strikeout
518774,Groundout
518774,Strikeout
150359,Strikeout
150359,Groundout
150359,Strikeout
518774,Groundout
518774,Flyout
518774,Flyout
150359,Single
150359,Single
150359,Forceout
150359,Single
150359,Grounded Into DP
518774,Bunt Groundout
518774,Single
518774,Double
518774,Walk
518774,Walk
518774,Sac Fly
518774,Double
518774,Strikeout
150359,Flyout
150359,Strikeout
150359,Strikeout
448614,Single
448614,Forceout
448614,Groundout
150359,Hit By Pitch
150359,Lineout
150359,Strikeout
150359,Single
150359,Groundout
605333,Groundout
605333,Strikeout
605333,Single
605333,Single
605333,Forceout
150359,Strikeout
150359,Strikeout
150359,Groundout
570663,Flyout
570663,Double
570663,Field Error
570663,Pop Out
570663,Pop Out
455374,Home Run
455374,Strikeout
455374,Groundout
455374,Pop Out
456776,Groundout
456776,Groundout
456776,Groundout
467785,Single
467785,Batter Interference
467785,Flyout
467785,Strikeout
501992,Single
501992,Flyout
501992,Groundout
501992,Flyout
608665,Groundout
608665,Strikeout
608665,Groundout
501992,Pop Out
501992,Flyout
501992,Single
501992,Single
501992,Groundout
608665,Groundout
608665,Groundout
608665,Single
608665,Strikeout
501992,Pop Out
501992,Single
501992,Groundout
608665,Flyout
608665,Groundout
608665,Groundout
501992,Single
501992,Strikeout
501992,Single
501992,Pop Out
501992,Lineout
608665,Strikeout
608665,Pop Out
608665,Groundout
501992,Groundout
501992,Lineout
501992,Lineout
608665,Double
608665,Hit By Pitch
608665,Strikeout
608665,Flyout
608665,Strikeout
501992,Single
501992,Groundout
501992,Walk
501992,Strikeout
458584,Single
458584,Walk
458584,Single
458584,Strikeout
608665,Groundout
608665,Walk
608665,Single
608665,Forceout
608665,Strikeout
544836,Groundout
544836,Single
544836,Grounded Into DP
608665,Walk
519267,Strikeout
519267,Lineout
544836,Strikeout
544836,Lineout
544836,Walk
544836,Walk
544836,Walk
544836,Walk
544836,Lineout
519267,Flyout
519267,Single
519267,Lineout
519267,Pop Out
544836,Pop Out
544836,Strikeout
544836,Walk
544836,Strikeout
461325,Flyout
461325,Strikeout
461325,Single
461325,Single
461325,Walk
461325,Strikeout
544931,Groundout
544931,Groundout
544931,Strikeout
430935,Groundout
430935,Strikeout
430935,Lineout
544931,Single
544931,Strikeout
544931,Field Error
544931,Strikeout
544931,Forceout
430935,Strikeout
430935,Flyout
430935,Groundout
544931,Groundout
544931,Walk
544931,Double
544931,Groundout
544931,Double
544931,Home Run
544931,Pop Out
430935,Single
430935,Flyout
430935,Sac Bunt
430935,Strikeout
544931,Double
544931,Lineout
544931,Single
544931,Single
544931,Field Error
595918,Strikeout
430935,Flyout
430935,Flyout
430935,Lineout
595918,Home Run
595918,Single
595918,Flyout
595918,Lineout
595918,Single
595918,Strikeout
430935,Single
430935,Forceout
430935,Walk
430935,Strikeout
430935,Flyout
595918,Single
595918,Lineout
595918,Strikeout
595918,Flyout
430935,Lineout
430935,Pop Out
430935,Double
430935,Groundout
595918,Lineout
595918,Strikeout
595918,Strikeout
430935,Groundout
430935,Groundout
430935,Strikeout
595918,Strikeout
595918,Strikeout
595918,Groundout
430935,Single
430935,Lineout
430935,Lineout
430935,Double
430935,Groundout
445163,Lineout
445163,Groundout
445163,Lineout
518603,Strikeout
518603,Strikeout
518603,Groundout
502211,Single
502211,Grounded Into DP
502211,Groundout
453178,Home Run
453178,Single
453178,Strikeout
453178,Strikeout
453178,Lineout
502211,Flyout
502211,Groundout
502211,Strikeout
453178,Single
453178,Single
453178,Groundout
453178,Strikeout
453178,Strikeout
502211,Groundout
502211,Groundout
502211,Strikeout
453178,Flyout
453178,Groundout
453178,Flyout
502211,Groundout
502211,Flyout
502211,Strikeout
453178,Groundout
453178,Flyout
453178,Groundout
502211,Lineout
502211,Strikeout
502211,Lineout
453178,Pop Out
453178,Lineout
453178,Strikeout
502211,Flyout
502211,Strikeout
502211,Groundout
453178,Flyout
453178,Groundout
453178,Single
453178,Double
453178,Strikeout
502211,Lineout
502211,Strikeout
502211,Groundout
534812,Strikeout
534812,Pop Out
534812,Strikeout
502211,Strikeout
502211,Bunt Groundout
502211,Strikeout
571057,Strikeout
571057,Pop Out
571057,Flyout
445276,Strikeout
445276,Pop Out
445276,Bunt Groundout
279824,Strikeout
279824,Flyout
279824,Groundout
572020,Double
572020,Walk
572020,Sac Fly
572020,Strikeout
572020,Single
572020,Strikeout
279824,Groundout
279824,Home Run
279824,Groundout
279824,Flyout
572020,Strikeout
572020,Groundout
572020,Strikeout
279824,Strikeout
279824,Double
279824,Walk
279824,Double
279824,Strikeout
279824,Flyout
572020,Groundout
572020,Lineout
572020,Flyout
279824,Flyout
279824,Strikeout
279824,Flyout
572020,Groundout
572020,Single
572020,Home Run
572020,Flyout
279824,Groundout
279824,Single
279824,Pop Out
279824,Flyout
572020,Groundout
572020,Groundout
572020,Groundout
279824,Flyout
279824,Single
279824,Grounded Into DP
572020,Walk
572020,Walk
572020,Pop Out
572020,Double Play
279824,Walk
279824,Hit By Pitch
279824,Sac Bunt
279824,Flyout
279824,Groundout
452666,Walk
452666,Strikeout
452666,Strikeout
452666,Lineout
279824,Lineout
279824,Walk
532077,Strikeout
532077,Flyout
605476,Strikeout
605476,Flyout
605476,Groundout
446399,Flyout
446399,Strikeout
446399,Single
446399,Lineout
407845,Groundout
407845,Strikeout
407845,Strikeout
543475,Strikeout
543475,Lineout
543475,Pop Out
543475,Strikeout
518790,Groundout
518790,Pop Out
518790,Walk
518790,Single
518790,Forceout
543475,Groundout
543475,Groundout
543475,Groundout
518790,Home Run
518790,Groundout
518790,Groundout
518790,Strikeout
543475,Strikeout
543475,Strikeout
543475,Lineout
518790,Lineout
518790,Groundout
518790,Groundout
543475,Single
543475,Grounded Into DP
543475,Single
543475,Single
543475,Single
543475,Single
543475,Pop Out
518790,Groundout
518790,Strikeout
518790,Groundout
543475,Single
543475,Double
543475,Hit By Pitch
456071,Flyout
456071,Lineout
456071,Single
456071,Triple
456071,Lineout
518790,Home Run
518790,Single
518790,Sac Bunt
518790,Home Run
518790,Flyout
518790,Walk
518790,Forceout
456071,Double
456071,Sac Bunt
456071,Flyout
456071,Single
456071,Single
456071,Double
456071,Strikeout
518790,Groundout
518790,Single
518790,Groundout
518790,Single
518790,Double
425657,Groundout
623184,Groundout
623184,Groundout
623184,Flyout
519326,Flyout
519326,Lineout
519326,Strikeout
623184,Groundout
623184,Groundout
623184,Single
623184,Lineout
519326,Single
519326,Strikeout
519326,Strikeout - DP
543184,Strikeout
543184,Groundout
543184,Lineout
489265,Strikeout
489265,Pop Out
489265,Single
489265,Single
433586,Single
433586,Single
433586,Groundout
571735,Groundout
571735,Groundout
571735,Lineout
433589,Flyout
433589,Pop Out
433589,Single
433589,Hit By Pitch
433589,Groundout
571735,Groundout
571735,Double
571735,Groundout
571735,Strikeout
433589,Strikeout
433589,Pop Out
433589,Flyout
571735,Groundout
571735,Groundout
571735,Groundout
433589,Groundout
433589,Single
433589,Bunt Pop Out
433589,Groundout
571735,Double
571735,Flyout
571735,Lineout
571735,Lineout
433589,Lineout
433589,Walk
433589,Single
433589,Double
433589,Groundout
433589,Groundout
571735,Pop Out
571735,Single
571735,Single
571735,Sac Bunt
571735,Single
433589,Pop Out
433589,Single
433589,Strikeout
433589,Flyout
571735,Groundout
571735,Single
571735,Lineout
571735,Lineout
433589,Groundout
433589,Single
433589,Forceout
433589,Home Run
433589,Groundout
571735,Single
571735,Strikeout
571735,Lineout
571735,Single
453156,Lineout
346793,Groundout
346793,Walk
346793,Groundout
346793,Intent Walk
346793,Single
502004,Forceout
457429,Strikeout
457429,Groundout
457429,Walk
457429,Groundout
502004,Single
502004,Sac Bunt
502004,Strikeout
502004,Lineout
446099,Single
446099,Double Play
446099,Single
446099,Forceout
450172,Groundout
450172,Flyout
450172,Groundout
407793,Flyout
407793,Double
407793,Strikeout
407793,Groundout
450172,Double
450172,Walk
450172,Walk
450172,Groundout
450172,Pop Out
450172,Flyout
407793,Single
407793,Home Run
407793,Groundout
407793,Groundout
407793,Pop Out
450172,Flyout
450172,Lineout
450172,Strikeout
407793,Groundout
407793,Groundout
407793,Strikeout
450172,Groundout
450172,Groundout
450172,Walk
450172,Flyout
407793,Double
407793,Flyout
407793,Intent Walk
407793,Single
407793,Walk
407793,Pop Out
407793,Flyout
450172,Lineout
450172,Single
450172,Single
450172,Single
450172,Hit By Pitch
450172,Grounded Into DP
407793,Single
407793,Flyout
407793,Lineout
407793,Flyout
450172,Flyout
450172,Flyout
450172,Groundout
282332,Strikeout
282332,Groundout
282332,Strikeout
607259,Walk
607259,Flyout
607259,Walk
607259,Pop Out
607259,Strikeout
282332,Groundout
282332,Strikeout
282332,Single
282332,Single
282332,Strikeout
607259,Strikeout
607259,Groundout
607259,Strikeout
282332,Walk
282332,Single
282332,Single
282332,Single
282332,Single
282332,Pop Out
282332,Single
469134,Hit By Pitch
469134,Double
469134,Sac Fly
469134,Walk
469134,Home Run
469134,Single
469134,Groundout
607259,Flyout
607259,Strikeout
607259,Groundout
469134,Groundout
469134,Strikeout
469134,Pop Out
607259,Single
607259,Groundout
607259,Groundout
607259,Flyout
469134,Strikeout
469134,Lineout
469134,Strikeout
607259,Flyout
607259,Groundout
607259,Flyout
469134,Walk
469134,Walk
469134,Single
469134,Lineout
572038,Sac Fly
572038,Single
572038,Strikeout
607259,Flyout
607259,Home Run
607259,Strikeout
607259,Single
607259,Groundout
572038,Single
572038,Flyout
572038,Flyout
572038,Home Run
572038,Strikeout
607259,Groundout
607259,Home Run
607259,Field Error
607259,Single
607259,Forceout
607259,Groundout
572038,Double
572038,Lineout
572038,Groundout
572038,Strikeout
592222,Hit By Pitch
592222,Groundout
592222,Pop Out
592222,Strikeout
572038,Pop Out
434540,Walk
434540,Groundout
434540,Hit By Pitch
434540,Flyout
542914,Single
542914,Triple
542914,Groundout
542914,Groundout
542914,Strikeout
489119,Flyout
489119,Groundout
489119,Flyout
502327,Strikeout
502327,Flyout
502327,Strikeout
489119,Flyout
489119,Lineout
489119,Pop Out
502327,Groundout
502327,Single
502327,Home Run
502327,Groundout
502327,Flyout
489119,Groundout
489119,Pop Out
489119,Flyout
502327,Flyout
502327,Single
502327,Flyout
502327,Flyout
489119,Bunt Groundout
489119,Flyout
489119,Groundout
502327,Groundout
502327,Single
502327,Strikeout
502327,Flyout
489119,Lineout
489119,Groundout
489119,Walk
489119,Single
489119,Groundout
502327,Double
502327,Sac Bunt
502327,Sac Fly
502327,Pop Out
489119,Strikeout
489119,Single
489119,Double
489119,Pop Out
489119,Groundout
502327,Strikeout
502327,Strikeout
502327,Double
502327,Intent Walk
502327,Runner Out
489119,Groundout
489119,Groundout
489119,Strikeout
502327,Groundout
502327,Strikeout
502327,Single
502260,Walk
502260,Strikeout
489119,Groundout
489119,Single
489119,Grounded Into DP
592135,Single
592135,Flyout
592135,Single
592135,Double
592135,Single
459987,Single
459987,Pop Out
493157,Groundout
493157,Strikeout
493157,Strikeout
543408,Lineout
543408,Lineout
543408,Strikeout
456068,Groundout
456068,Single
456068,Grounded Into DP
543408,Strikeout
543408,Strikeout
543408,Groundout
456068,Single
456068,Double
456068,Groundout
456068,Groundout
456068,Groundout
543408,Flyout
543408,Flyout
543408,Groundout
456068,Strikeout
456068,Single
456068,Single
456068,Walk
456068,Forceout
456068,Lineout
543408,Flyout
543408,Groundout
543408,Groundout
456068,Single
456068,Single
456068,Forceout
456068,Sac Bunt
456068,Intent Walk
456068,Single
456068,Strikeout
543408,Groundout
543408,Walk
543408,Single
543408,Lineout
543408,Flyout
456068,Home Run
456068,Walk
456068,Single
475054,Strikeout
475054,Forceout
475054,Strikeout
543408,Pop Out
543408,Walk
543408,Single
543408,Sac Fly
543408,Pop Out
475054,Flyout
475054,Lineout
475054,Groundout
543408,Double
543408,Walk
543408,Pop Out
543408,Walk
543272,Grounded Into DP
451085,Lineout
451085,Groundout
451085,Strikeout
457768,Double
457768,Single
457768,Strikeout
457768,Single
457768,Groundout
457768,Walk
473879,Groundout
451085,Pop Out
451085,Flyout
451085,Single
451085,Strikeout
573109,Groundout
573109,Groundout
573109,Flyout
476451,Pop Out
476451,Groundout
476451,Groundout
434628,Single
434628,Groundout
434628,Single
434628,Strikeout - DP
476451,Groundout
476451,Home Run
476451,Single
476451,Forceout
476451,Strikeout
434628,Strikeout
434628,Flyout
434628,Groundout
476451,Groundout
476451,Groundout
476451,Strikeout
434628,Triple
434628,Sac Fly
434628,Single
434628,Strikeout
434628,Home Run
434628,Field Error
434628,Flyout
476451,Groundout
476451,Lineout
476451,Lineout
434628,Groundout
434628,Strikeout
434628,Lineout
476451,Double
476451,Home Run
476451,Strikeout
476451,Groundout
476451,Strikeout
434628,Strikeout
434628,Lineout
434628,Field Error
434628,Intent Walk
434628,Strikeout
476451,Groundout
476451,Walk
476451,Grounded Into DP
434628,Strikeout
434628,Groundout
434628,Lineout
476451,Groundout
476451,Groundout
605177,Groundout
434628,Strikeout
434628,Strikeout
434628,Lineout
592665,Flyout
592665,Pop Out
592665,Strikeout
518748,Single
518748,Grounded Into DP
518748,Strikeout
446899,Lineout
446899,Groundout
446899,Single
446899,Flyout
545333,Groundout
545333,Single
545333,Flyout
545333,Single
545333,Groundout
628452,Strikeout
628452,Strikeout
628452,Walk
628452,Walk
628452,Pop Out
545333,Groundout
545333,Field Error
545333,Lineout
545333,Flyout
628452,Single
628452,Strikeout
628452,Strikeout
628452,Double
628452,Strikeout
545333,Lineout
545333,Strikeout
545333,Double
545333,Flyout
628452,Double
628452,Pop Out
628452,Walk
628452,Single
628452,Field Error
628452,Strikeout
628452,Flyout
545333,Flyout
545333,Groundout
545333,Groundout
458919,Strikeout
458919,Groundout
458919,Groundout
545333,Groundout
545333,Bunt Groundout
545333,Groundout
458919,Double
458919,Pop Out
458919,Groundout
458919,Groundout
545333,Flyout
545333,Pop Out
545333,Strikeout
543331,Field Error
543331,Groundout
543331,Walk
543331,Walk
543331,Pop Out
543331,Field Error
488674,Groundout
545333,Flyout
545333,Groundout
545333,Home Run
545333,Strikeout
471822,Double
471822,Strikeout
471822,Groundout
471822,Groundout
545333,Double
545333,Groundout
545333,Strikeout
519240,Groundout
547973,Lineout
547973,Double
547973,Single
547973,Flyout
547973,Walk
547973,Walk
547973,Lineout
592102,Strikeout
592102,Walk
592102,Double
592102,Groundout
592102,Strikeout
434671,Single
434671,Single
434671,Groundout
434671,Triple
434671,Walk
434671,Strikeout
434671,Flyout
433584,Walk
433584,Walk
433584,Double
433584,Sac Fly
433584,Single
433584,Walk
433584,Single
433584,Double
433584,Strikeout
434671,Strikeout
434671,Double
434671,Strikeout
434671,Flyout
433584,Single
433584,Grounded Into DP
433584,Groundout
434671,Groundout
434671,Flyout
434671,Flyout
433584,Strikeout
433584,Groundout
433584,Flyout
434671,Strikeout
434671,Strikeout
434671,Strikeout
433584,Bunt Groundout
433584,Strikeout
433584,Single
433584,Double
433584,Strikeout
434671,Strikeout
434671,Walk
434671,Strikeout
434671,Strikeout
433584,Flyout
433584,Strikeout
433584,Double
433584,Double
433584,Groundout
434671,Home Run
434671,Strikeout
434671,Single
434671,Strikeout
434671,Single
434671,Home Run
543935,Strikeout
491159,Lineout
491159,Groundout
491159,Flyout
543935,Single
543935,Strikeout
543935,Single
452733,Strikeout
553970,Walk
553970,Single
553970,Flyout
451661,Groundout
451661,Strikeout
451661,Double
451661,Strikeout
553970,Single
553970,Sac Bunt
553970,Single
543278,Flyout
543278,Intent Walk
543278,Lineout
430589,Single
430589,Groundout
430589,Pop Out
430589,Single
430589,Groundout
456379,Flyout
456379,Strikeout
456379,Groundout
502381,Strikeout
502381,Home Run
502381,Single
502381,Strikeout
502381,Groundout
592314,Strikeout
592314,Flyout
592314,Strikeout
519076,Strikeout
519076,Walk
519076,Flyout
519076,Runner Out
592314,Walk
592314,Flyout
592314,Strikeout
592314,Forceout
519076,Groundout
519076,Double
519076,Groundout
519076,Walk
519076,Forceout
592314,Groundout
592314,Single
592314,Forceout
592314,Lineout
519076,Single
519076,Single
519076,Grounded Into DP
519076,Intent Walk
519076,Strikeout
592314,Groundout
592314,Pop Out
592314,Flyout
519076,Pop Out
519076,Strikeout
519076,Lineout
592314,Flyout
592314,Strikeout
592314,Strikeout
519076,Groundout
519076,Strikeout
519076,Flyout
592314,Strikeout
592314,Flyout
592314,Strikeout
519076,Single
519076,Walk
519076,Walk
519076,Lineout
519076,Forceout
519076,Single
502026,Strikeout
592314,Hit By Pitch
592314,Flyout
592314,Single
592314,Sac Fly
592314,Lineout
502026,Strikeout
502026,Walk
502026,Grounded Into DP
592314,Groundout
592314,Lineout
592314,Single
501593,Strikeout
519293,Strikeout
519293,Single
519293,Strikeout
519293,Groundout
276351,Strikeout
276351,Strikeout
276351,Walk
276351,Strikeout
500779,Home Run
500779,Groundout
500779,Groundout
500779,Strikeout
502043,Lineout
502043,Lineout
502043,Groundout
500779,Strikeout
500779,Groundout
500779,Strikeout
502043,Strikeout
502043,Single
502043,Single
502043,Strikeout
502043,Strikeout
500779,Groundout
500779,Strikeout
500779,Flyout
502043,Strikeout
502043,Single
502043,Grounded Into DP
500779,Double
500779,Field Error
500779,Single
500779,Single
500779,Lineout
500779,Walk
500779,Single
500779,Flyout
500779,Strikeout
502043,Home Run
502043,Groundout
502043,Strikeout
502043,Strikeout
500779,Groundout
500779,Lineout
500779,Flyout
502043,Groundout
502043,Groundout
502043,Groundout
500779,Groundout
500779,Groundout
500779,Pop Out
502043,Groundout
502043,Flyout
502043,Groundout
500779,Single
500779,Single
453222,Home Run
453222,Groundout
453222,Lineout
453222,Double
453222,Walk
453222,Groundout
502043,Strikeout
502043,Hit By Pitch
502043,Groundout
502043,Groundout
543359,Pop Out
543359,Lineout
543359,Groundout
502043,Strikeout
502043,Groundout
502043,Groundout
543359,Strikeout
543359,Groundout
543359,Strikeout
488846,Groundout
488846,Groundout
488846,Groundout
434538,Strikeout
434538,Groundout
434538,Strikeout
477003,Flyout
477003,Strikeout
477003,Walk
477003,Strikeout
434538,Single
434538,Double
434538,Strikeout
434538,Strikeout
434538,Strikeout
477003,Double
477003,Groundout
477003,Strikeout
477003,Intent Walk
477003,Pop Out
434538,Single
434538,Flyout
434538,Single
434538,Strikeout
434538,Strikeout
477003,Single
477003,Strikeout
477003,Single
477003,Strikeout
477003,Groundout
434538,Groundout
434538,Strikeout
434538,Strikeout
477003,Strikeout
477003,Single
477003,Double
477003,Groundout
477003,Groundout
434538,Walk
434538,Groundout
434538,Strikeout
434538,Single
434538,Single
434538,Walk
434538,Strikeout
477003,Walk
477003,Home Run
477003,Groundout
477003,Walk
477003,Groundout
477003,Single
592340,Flyout
434538,Strikeout
434538,Lineout
434538,Groundout
592340,Single
592340,Lineout
592340,Groundout
592340,Intent Walk
592340,Home Run
592340,Flyout
453172,Groundout
453172,Flyout
453172,Flyout
543219,Groundout
543219,Single
543219,Walk
543219,Single
543219,Sac Fly
543219,Single
543219,Lineout
453265,Groundout
453265,Strikeout
453265,Groundout
543219,Pop Out
543219,Strikeout
543219,Groundout
491708,Lineout
491708,Single
491708,Flyout
491708,Strikeout
541640,Home Run
541640,Groundout
541640,Pop Out
541640,Walk
541640,Single
541640,Lineout
543243,Single
543243,Forceout
543243,Flyout
543243,Single
541640,Groundout
541640,Strikeout
541640,Strikeout
543243,Single
543243,Flyout
543243,Groundout
543243,Flyout
541640,Single
541640,Flyout
541640,Single
541640,Sac Fly
541640,Runner Out
543243,Strikeout
543243,Flyout
543243,Strikeout
541640,Walk
541640,Strikeout
541640,Walk
541640,Flyout
541640,Strikeout
543243,Single
543243,Groundout
543243,Strikeout
543243,Groundout
541640,Flyout
541640,Groundout
541640,Pop Out
543243,Strikeout
543243,Groundout
543243,Groundout
541640,Walk
541640,Hit By Pitch
541640,Flyout
541640,Home Run
541640,Walk
541640,Grounded Into DP
519096,Groundout
519096,Single
519096,Flyout
519096,Groundout
457117,Strikeout
457117,Lineout
457117,Home Run
457117,Field Error
457117,Flyout
519096,Groundout
519096,Groundout
519096,Single
519096,Single
519096,Pop Out
543258,Groundout
543258,Double
543258,Groundout
543258,Strikeout
451775,Strikeout
451775,Double
451775,Walk
451775,Single
519267,Single
519267,Lineout
519267,Strikeout
543258,Single
543258,Walk
543258,Flyout
543258,Sac Fly
543258,Strikeout
504186,Groundout
504186,Strikeout
504186,Strikeout
461829,Single
461829,Strikeout
461829,Grounded Into DP
421685,Double
421685,Groundout
421685,Groundout
421685,Single
421685,Strikeout
461829,Groundout
461829,Single
461829,Grounded Into DP
421685,Flyout
421685,Lineout
421685,Single
421685,Pop Out
461829,Strikeout
461829,Strikeout
461829,Strikeout
421685,Lineout
421685,Single
421685,Flyout
421685,Walk
421685,Groundout
461829,Groundout
461829,Single
461829,Walk
461829,Lineout
461829,Single
461829,Strikeout
421685,Double
421685,Single
421685,Walk
421685,Sac Bunt
421685,Groundout
421685,Groundout
461829,Lineout
461829,Double
461829,Groundout
461829,Groundout
421685,Triple
421685,Groundout
421685,Strikeout
421685,Pop Out
461829,Lineout
461829,Double
461829,Strikeout
461829,Lineout
421685,Groundout
421685,Flyout
421685,Flyout
461829,Strikeout
461829,Single
502578,Forceout
594840,Strikeout
518603,Double
518603,Sac Bunt
518603,Groundout
518617,Single
518617,Double
518617,Groundout
594840,Groundout
445163,Strikeout
445163,Flyout
491646,Strikeout
491646,Groundout
491646,Groundout
519322,Lineout
519322,Double
519322,Strikeout
519322,Strikeout
516910,Double
516910,Walk
516910,Walk
516910,Home Run
516910,Lineout
516910,Double
516910,Groundout
516910,Groundout
448306,Strikeout
448306,Single
448306,Grounded Into DP
516910,Single
516910,Lineout
516910,Single
516910,Single
516910,Double
516910,Single
516910,Grounded Into DP
448306,Flyout
448306,Strikeout
448306,Flyout
516910,Home Run
516910,Lineout
516910,Groundout
516910,Groundout
448306,Groundout
448306,Strikeout
448306,Groundout
516910,Lineout
516910,Single
516910,Groundout
516910,Groundout
448306,Walk
448306,Lineout
448306,Forceout
448306,Groundout
516910,Single
516910,Single
572089,Sac Fly
572089,Flyout
572089,Forceout
448306,Strikeout
448306,Strikeout
